,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
921,922,34,Bertahan,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,Tidak Lembur,14,3,2,80,2,1,3,3,1,0,1,0
923,924,42,Bertahan,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Lembur,13,3,3,80,0,10,1,3,3,2,0,2
925,926,34,Bertahan,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,Tidak Lembur,15,3,3,80,1,12,3,3,1,0,0,0
926,927,41,Bertahan,Travel_Rarely,645,Sales,1,3,Marketing,1,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,Tidak Lembur,16,3,3,80,1,10,2,3,10,7,0,7
927,928,26,Keluar,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Lembur,11,3,2,80,1,8,2,2,7,7,1,0
930,931,31,Keluar,Travel_Frequently,874,Research & Development,15,3,Medical,1,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,Tidak Lembur,12,3,3,80,1,2,5,2,2,2,2,2
931,932,19,Keluar,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,Tidak Lembur,12,3,3,80,0,1,3,4,1,0,0,0
932,933,32,Bertahan,Travel_Rarely,638,Research & Development,8,2,Medical,1,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,Y,Tidak Lembur,12,3,3,80,1,9,3,2,5,3,1,3
933,934,50,Bertahan,Non-Travel,145,Sales,1,3,Life Sciences,1,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,Tidak Lembur,12,3,1,80,1,19,3,3,18,7,0,13
934,935,36,Bertahan,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,Tidak Lembur,20,4,1,80,0,18,0,3,11,9,0,9
935,936,44,Bertahan,Travel_Rarely,1099,Sales,5,3,Marketing,1,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,Tidak Lembur,11,3,3,80,1,26,5,3,22,9,3,10
936,937,25,Bertahan,Travel_Rarely,810,Sales,8,3,Life Sciences,1,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,Tidak Lembur,22,4,3,80,1,4,4,3,3,2,1,2
937,938,33,Bertahan,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,Tidak Lembur,18,3,1,80,0,5,4,3,3,2,0,2
938,939,27,Bertahan,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Lembur,14,3,4,80,2,9,3,2,9,7,6,8
939,940,29,Bertahan,Travel_Rarely,718,Research & Development,8,1,Medical,1,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Lembur,15,3,3,80,1,10,2,2,10,7,1,2
940,941,50,Bertahan,Travel_Rarely,328,Research & Development,1,3,Medical,1,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,Tidak Lembur,15,3,4,80,1,5,2,2,3,2,0,2
941,942,25,Bertahan,Travel_Rarely,266,Research & Development,1,3,Medical,1,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,Y,Tidak Lembur,18,3,4,80,0,2,3,2,2,2,2,1
942,943,35,Bertahan,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,Tidak Lembur,17,3,2,80,0,6,2,1,5,4,1,4
944,945,33,Keluar,Travel_Rarely,350,Sales,5,3,Marketing,1,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Lembur,13,3,2,80,0,1,2,3,1,0,0,0
946,947,57,Bertahan,Travel_Rarely,210,Sales,29,3,Marketing,1,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,Tidak Lembur,12,3,3,80,1,32,3,2,1,0,0,0
947,948,39,Keluar,Travel_Rarely,895,Sales,5,3,Technical Degree,1,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,Y,Tidak Lembur,14,3,3,80,1,19,6,4,1,0,0,0
950,951,20,Keluar,Travel_Frequently,769,Sales,9,3,Marketing,1,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Lembur,14,3,2,80,0,2,3,3,2,2,0,2
951,952,58,Bertahan,Non-Travel,390,Research & Development,1,4,Life Sciences,1,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Lembur,13,3,4,80,1,12,2,3,5,3,1,2
954,955,51,Bertahan,Travel_Rarely,1302,Research & Development,2,3,Medical,1,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,Tidak Lembur,18,3,4,80,1,13,3,3,4,1,1,2
955,956,33,Bertahan,Travel_Rarely,922,Research & Development,1,5,Medical,1,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,Tidak Lembur,19,3,3,80,1,10,2,3,6,1,0,5
958,959,38,Bertahan,Travel_Rarely,130,Sales,2,2,Marketing,1,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,Tidak Lembur,16,3,3,80,0,10,2,3,1,0,0,0
960,961,37,Bertahan,Non-Travel,728,Research & Development,1,4,Medical,1,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Y,Lembur,18,3,1,80,2,15,2,3,5,2,0,2
961,962,37,Bertahan,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,Tidak Lembur,21,4,1,80,0,8,1,3,1,0,0,0
962,963,33,Keluar,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,Tidak Lembur,20,4,1,80,0,13,3,4,9,7,1,7
963,964,39,Bertahan,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,Y,Tidak Lembur,11,3,1,80,0,9,6,3,8,7,1,7
964,965,22,Keluar,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,Tidak Lembur,16,3,3,80,0,4,3,3,2,2,1,2
967,968,52,Bertahan,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,Tidak Lembur,20,4,2,80,1,9,3,3,5,2,1,4
968,969,40,Bertahan,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,Tidak Lembur,20,4,4,80,1,14,6,3,11,10,11,1
970,971,35,Bertahan,Travel_Rarely,1219,Sales,18,3,Medical,1,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,Y,Tidak Lembur,16,3,2,80,0,5,3,3,5,2,1,0
971,972,47,Bertahan,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Y,Lembur,18,3,1,80,0,3,3,2,3,2,1,2
972,973,54,Bertahan,Non-Travel,142,Human Resources,26,3,Human Resources,1,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Lembur,12,3,3,80,0,23,3,3,5,3,4,4
975,976,32,Keluar,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Y,Lembur,24,4,3,80,0,1,2,1,1,0,0,1
976,977,29,Bertahan,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,Tidak Lembur,13,3,1,80,1,10,1,3,10,7,0,9
978,979,28,Bertahan,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,Tidak Lembur,11,3,2,80,0,5,2,2,3,2,1,2
980,981,36,Bertahan,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,Tidak Lembur,21,4,3,80,0,16,6,3,11,8,3,9
982,983,34,Bertahan,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,Tidak Lembur,11,3,4,80,2,14,5,4,10,9,1,8
984,985,39,Bertahan,Travel_Frequently,672,Research & Development,7,2,Medical,1,3,Male,54,2,5,Manager,4,Married,19272,21141,1,Y,Tidak Lembur,15,3,1,80,1,21,2,3,21,9,13,3
986,987,56,Keluar,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Lembur,18,3,1,80,3,7,2,3,5,4,4,3
987,988,44,Bertahan,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,Tidak Lembur,13,3,4,80,1,10,5,3,10,5,7,7
988,989,49,Bertahan,Travel_Rarely,527,Research & Development,8,2,Other,1,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,Tidak Lembur,11,3,3,80,1,29,3,2,26,9,1,7
989,990,42,Keluar,Travel_Frequently,933,Research & Development,19,3,Medical,1,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Lembur,12,3,4,80,0,7,2,3,2,2,2,2
990,991,30,Bertahan,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,Tidak Lembur,19,3,3,80,3,8,3,3,4,3,0,3
992,993,40,Bertahan,Non-Travel,218,Research & Development,8,1,Medical,1,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,Tidak Lembur,11,3,3,80,1,16,5,3,9,8,4,8
994,995,44,Bertahan,Non-Travel,381,Research & Development,24,3,Medical,1,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,Tidak Lembur,14,3,3,80,0,9,5,3,5,2,1,4
995,996,52,Bertahan,Travel_Frequently,890,Research & Development,25,4,Medical,1,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,3,Y,Tidak Lembur,22,4,3,80,0,31,3,3,9,8,0,0
996,997,54,Bertahan,Travel_Rarely,971,Research & Development,1,3,Medical,1,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,Y,Tidak Lembur,19,3,4,80,0,29,3,2,20,7,12,7
997,998,25,Keluar,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Lembur,15,3,2,80,1,7,3,4,7,7,5,6
998,999,35,Bertahan,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,Tidak Lembur,11,3,1,80,1,16,2,4,1,0,0,0
1001,1002,29,Bertahan,Travel_Rarely,657,Research & Development,27,3,Medical,1,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,Tidak Lembur,12,3,1,80,1,11,3,2,8,7,1,1
1002,1003,22,Bertahan,Travel_Rarely,534,Research & Development,15,3,Medical,1,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,Tidak Lembur,15,3,3,80,0,1,5,3,0,0,0,0
1003,1004,38,Bertahan,Travel_Rarely,1495,Research & Development,10,3,Medical,1,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,Tidak Lembur,19,3,3,80,1,18,4,3,1,0,0,0
1004,1005,33,Bertahan,Travel_Rarely,586,Sales,1,3,Medical,1,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,Y,Tidak Lembur,22,4,1,80,1,9,5,3,9,8,0,8
1005,1006,25,Keluar,Travel_Frequently,599,Sales,24,1,Life Sciences,1,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,Lembur,14,3,4,80,0,1,4,3,1,0,1,0
1006,1007,31,Bertahan,Travel_Rarely,480,Research & Development,7,2,Medical,1,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,Tidak Lembur,12,3,2,80,1,13,5,1,13,10,3,12
1009,1010,29,Bertahan,Travel_Rarely,1176,Sales,3,2,Medical,1,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,Tidak Lembur,14,3,1,80,1,6,5,2,6,0,1,2
1010,1011,29,Bertahan,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,Tidak Lembur,15,3,2,80,1,3,5,3,3,1,0,2
1012,1013,54,Bertahan,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,Tidak Lembur,12,3,4,80,0,20,4,2,4,3,0,3
1013,1014,54,Bertahan,Travel_Rarely,376,Research & Development,19,4,Medical,1,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Lembur,11,3,2,80,2,9,4,3,5,3,1,4
1014,1015,31,Keluar,Non-Travel,335,Research & Development,9,2,Medical,1,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Lembur,22,4,1,80,0,4,0,3,3,2,1,2
1016,1017,47,Bertahan,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,Y,Tidak Lembur,12,3,3,80,1,17,2,2,6,5,1,2
1017,1018,36,Bertahan,Travel_Rarely,1299,Research & Development,27,3,Medical,1,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,Tidak Lembur,13,3,2,80,2,17,3,2,7,7,7,7
1018,1019,41,Bertahan,Travel_Rarely,1283,Research & Development,5,5,Medical,1,2,Male,90,4,1,Research Scientist,3,Married,2127,5561,2,Y,Lembur,12,3,1,80,0,7,5,2,4,2,0,3
1019,1020,29,Keluar,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1,Female,51,3,2,Sales Executive,2,Single,5765,17485,5,Y,Tidak Lembur,11,3,1,80,0,7,4,1,5,3,0,0
1020,1021,18,Keluar,Travel_Frequently,1306,Sales,5,3,Marketing,1,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Lembur,14,3,4,80,0,0,3,3,0,0,0,0
1021,1022,32,Bertahan,Travel_Rarely,1018,Research & Development,2,4,Medical,1,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,Tidak Lembur,16,3,3,80,0,10,0,2,7,7,0,7
1027,1028,42,Bertahan,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,Tidak Lembur,11,3,4,80,0,22,3,3,22,17,11,15
1028,1029,58,Bertahan,Travel_Rarely,682,Sales,10,4,Medical,1,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,Tidak Lembur,13,3,3,80,0,38,1,2,37,10,1,8
1029,1030,37,Bertahan,Travel_Rarely,1192,Research & Development,5,2,Medical,1,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,Tidak Lembur,16,3,3,80,2,8,2,2,6,2,0,4
1030,1031,39,Bertahan,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Lembur,13,3,3,80,0,21,2,3,21,6,2,8
1034,1035,31,Bertahan,Travel_Rarely,691,Sales,7,3,Marketing,1,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,Tidak Lembur,12,3,4,80,3,13,3,3,7,7,1,7
1035,1036,45,Bertahan,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Lembur,11,3,1,80,1,9,3,4,5,4,0,3
1036,1037,26,Bertahan,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,Tidak Lembur,23,4,4,80,1,8,3,3,8,7,5,7
1037,1038,28,Keluar,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Lembur,13,3,3,80,0,2,3,2,2,2,2,2
1038,1039,35,Bertahan,Travel_Rarely,195,Sales,1,3,Medical,1,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,Tidak Lembur,16,3,4,80,0,5,3,3,5,4,0,3
1039,1040,30,Bertahan,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,Tidak Lembur,15,3,3,80,1,9,3,1,5,3,1,4
1040,1041,34,Bertahan,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,Tidak Lembur,11,3,4,80,0,5,3,2,3,2,0,2
1044,1045,43,Bertahan,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,Tidak Lembur,13,3,3,80,1,18,5,3,1,0,0,0
1045,1046,35,Bertahan,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,Tidak Lembur,19,3,3,80,0,10,5,3,1,1,0,0
1046,1047,35,Bertahan,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Lembur,15,3,4,80,3,15,2,3,7,7,1,7
1048,1049,54,Bertahan,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,Tidak Lembur,11,3,3,80,0,19,3,3,1,0,0,0
1051,1052,20,Bertahan,Travel_Rarely,654,Sales,21,3,Marketing,1,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,Tidak Lembur,17,3,4,80,0,2,2,3,2,1,2,2
1052,1053,33,Keluar,Travel_Rarely,527,Research & Development,1,4,Other,1,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Lembur,13,3,3,80,0,10,2,2,10,9,7,8
1054,1055,41,Bertahan,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,Tidak Lembur,17,3,2,80,1,21,2,4,18,16,0,11
1055,1056,56,Bertahan,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,4,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,Tidak Lembur,14,3,1,80,0,36,4,3,7,3,7,7
1057,1058,27,Bertahan,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Lembur,11,3,1,80,0,5,3,3,5,4,0,4
1058,1059,44,Bertahan,Travel_Rarely,200,Research & Development,29,4,Other,1,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,Tidak Lembur,25,4,2,80,0,20,3,3,20,11,13,17
1061,1062,34,Bertahan,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,Tidak Lembur,17,3,4,80,0,2,5,2,1,0,0,0
1062,1063,34,Bertahan,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,Y,Tidak Lembur,19,3,3,80,1,4,1,1,3,2,0,2
1064,1065,34,Bertahan,Non-Travel,1381,Sales,4,4,Marketing,1,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,Tidak Lembur,15,3,1,80,1,6,3,3,3,2,1,2
1065,1066,18,Bertahan,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,Y,Tidak Lembur,15,3,3,80,0,0,5,4,0,0,0,0
1066,1067,33,Bertahan,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,Y,Tidak Lembur,13,3,3,80,1,2,2,2,2,2,0,2
1067,1068,36,Keluar,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,Tidak Lembur,16,3,3,80,0,18,1,3,17,13,15,14
1069,1070,34,Bertahan,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,Tidak Lembur,16,3,3,80,0,10,2,3,4,2,1,3
1070,1071,55,Bertahan,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Lembur,13,3,3,80,0,30,2,3,5,4,1,2
1071,1072,25,Bertahan,Travel_Rarely,882,Research & Development,19,1,Medical,1,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,Y,Tidak Lembur,11,3,3,80,3,7,6,2,3,2,1,2
1072,1073,30,Bertahan,Non-Travel,1398,Sales,22,4,Other,1,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,Tidak Lembur,11,3,3,80,0,10,3,3,9,8,7,8
1073,1074,28,Bertahan,Travel_Rarely,1300,Research & Development,17,2,Medical,1,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,Tidak Lembur,12,3,4,80,1,10,2,3,10,0,1,8
1074,1075,42,Bertahan,Travel_Rarely,265,Sales,5,2,Marketing,1,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,Tidak Lembur,13,3,2,80,0,21,3,4,1,0,0,0
1075,1076,48,Keluar,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Lembur,13,3,4,80,0,23,2,3,1,0,0,0
1077,1078,41,Bertahan,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Lembur,11,3,1,80,1,6,4,3,1,0,0,0
1078,1079,28,Bertahan,Travel_Rarely,821,Sales,5,4,Medical,1,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,Y,Tidak Lembur,14,3,2,80,0,4,3,3,4,2,0,2
1081,1082,35,Bertahan,Travel_Rarely,802,Research & Development,10,3,Other,1,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,Tidak Lembur,20,4,1,80,1,3,4,2,3,2,1,2
1082,1083,37,Bertahan,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,Tidak Lembur,12,3,2,80,0,17,3,3,17,12,5,7
1084,1085,40,Bertahan,Travel_Rarely,555,Research & Development,2,3,Medical,1,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,Tidak Lembur,22,4,2,80,1,20,3,3,1,0,0,0
1085,1086,41,Bertahan,Non-Travel,247,Research & Development,7,1,Life Sciences,1,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,Tidak Lembur,22,4,2,80,2,21,3,3,21,16,5,10
1086,1087,24,Bertahan,Travel_Rarely,1371,Sales,10,4,Marketing,1,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Lembur,12,3,4,80,1,5,2,4,5,2,0,3
1087,1088,30,Bertahan,Travel_Frequently,721,Research & Development,1,2,Medical,1,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,Y,Tidak Lembur,23,4,4,80,0,12,2,3,12,8,3,7
1089,1090,36,Bertahan,Travel_Rarely,164,Sales,2,2,Medical,1,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,Tidak Lembur,13,3,2,80,2,10,2,3,10,9,9,0
1090,1091,53,Bertahan,Travel_Rarely,1223,Research & Development,7,2,Medical,1,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,Tidak Lembur,18,3,2,80,1,26,6,3,7,7,4,7
1091,1092,26,Bertahan,Travel_Rarely,683,Research & Development,2,1,Medical,1,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,Y,Tidak Lembur,12,3,4,80,0,5,2,3,4,3,1,1
1093,1094,27,Bertahan,Travel_Rarely,591,Research & Development,2,1,Medical,1,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,Tidak Lembur,12,3,4,80,1,6,3,3,2,2,2,2
1094,1095,53,Bertahan,Travel_Rarely,661,Sales,7,2,Marketing,1,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Y,Lembur,18,3,4,80,1,35,3,3,5,2,0,4
1095,1096,52,Bertahan,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,Tidak Lembur,19,3,4,80,0,18,4,3,8,6,4,0
1097,1098,29,Bertahan,Travel_Rarely,1247,Sales,20,2,Marketing,1,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,Tidak Lembur,14,3,4,80,1,10,2,3,3,2,0,2
1098,1099,42,Bertahan,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,Tidak Lembur,16,3,2,80,1,8,5,3,5,2,1,2
1100,1101,30,Bertahan,Travel_Rarely,413,Sales,7,1,Marketing,1,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,Tidak Lembur,14,3,1,80,0,4,3,3,3,2,1,2
1101,1102,35,Bertahan,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,Tidak Lembur,15,3,3,80,2,12,3,2,11,9,6,9
1105,1106,35,Keluar,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Lembur,13,3,1,80,0,8,1,3,1,0,0,1
1106,1107,49,Bertahan,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Lembur,15,3,1,80,2,7,0,3,7,7,1,7
1107,1108,26,Keluar,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,Tidak Lembur,17,3,3,80,0,6,2,2,4,3,1,2
1109,1110,32,Bertahan,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,Tidak Lembur,13,3,3,80,0,8,2,2,7,7,3,6
1110,1111,30,Bertahan,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,Tidak Lembur,25,4,3,80,3,10,2,2,10,7,0,9
